,Product Name,Category,Product Feel,Product Fit,Product Function,Best Suited Activity,sku_orderInAvailabilityMap,Color,Best Suited Weather,sku_size
18,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",20,Bone,"Cold Weather, Fall, Spring, Summer, Winter",33
19,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",23,Bone,"Cold Weather, Fall, Spring, Summer, Winter",36
20,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",24,Bone,"Cold Weather, Fall, Spring, Summer, Winter",38
21,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",25,Bone,"Cold Weather, Fall, Spring, Summer, Winter",40
22,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",27,Bone,"Cold Weather, Fall, Spring, Summer, Winter",44
23,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",28,Bone,"Cold Weather, Fall, Spring, Summer, Winter",46
24,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",26,Bone,"Cold Weather, Fall, Spring, Summer, Winter",42
25,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",22,Bone,"Cold Weather, Fall, Spring, Summer, Winter",35
26,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",14,Bone,"Cold Weather, Fall, Spring, Summer, Winter",46
27,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",12,Bone,"Cold Weather, Fall, Spring, Summer, Winter",42
28,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",13,Bone,"Cold Weather, Fall, Spring, Summer, Winter",44
29,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",10,Bone,"Cold Weather, Fall, Spring, Summer, Winter",38
30,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",11,Bone,"Cold Weather, Fall, Spring, Summer, Winter",40
31,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",9,Bone,"Cold Weather, Fall, Spring, Summer, Winter",36
32,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",8,Bone,"Cold Weather, Fall, Spring, Summer, Winter",35
33,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",10,Obsidian,"Spring, Summer, Fall, Winter",38
34,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",11,Obsidian,"Spring, Summer, Fall, Winter",40
35,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",6,Obsidian,"Spring, Summer, Fall, Winter",33
36,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",7,Obsidian,"Spring, Summer, Fall, Winter",34
37,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",8,Obsidian,"Spring, Summer, Fall, Winter",35
38,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",9,Obsidian,"Spring, Summer, Fall, Winter",36
39,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",14,Bone,"Fall, Spring, Winter",46
40,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",11,Bone,"Fall, Spring, Winter",40
41,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",12,Bone,"Fall, Spring, Winter",42
42,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",13,Bone,"Fall, Spring, Winter",44
43,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",1,Bone,"Fall, Spring, Winter",28
44,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",2,Bone,"Fall, Spring, Winter",29
45,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",3,Bone,"Fall, Spring, Winter",30
46,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",4,Bone,"Fall, Spring, Winter",31
47,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",5,Bone,"Fall, Spring, Winter",32
48,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",6,Bone,"Fall, Spring, Winter",33
49,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",7,Bone,"Fall, Spring, Winter",34
50,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",8,Bone,"Fall, Spring, Winter",35
51,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",9,Bone,"Fall, Spring, Winter",36
52,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",10,Bone,"Fall, Spring, Winter",38
53,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",26,Bone,"Cold Weather, Fall, Spring, Summer, Winter",42
54,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",25,Bone,"Cold Weather, Fall, Spring, Summer, Winter",40
55,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",28,Bone,"Cold Weather, Fall, Spring, Summer, Winter",46
56,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",27,Bone,"Cold Weather, Fall, Spring, Summer, Winter",44
57,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",23,Bone,"Cold Weather, Fall, Spring, Summer, Winter",36
58,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",24,Bone,"Cold Weather, Fall, Spring, Summer, Winter",38
59,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",20,Bone,"Cold Weather, Fall, Spring, Summer, Winter",33
60,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",19,Bone,"Cold Weather, Fall, Spring, Summer, Winter",32
61,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",22,Bone,"Cold Weather, Fall, Spring, Summer, Winter",35
62,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",21,Bone,"Cold Weather, Fall, Spring, Summer, Winter",34
63,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",8,Bone,"Cold Weather, Fall, Spring, Summer, Winter",35
64,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",9,Bone,"Cold Weather, Fall, Spring, Summer, Winter",36
65,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",7,Bone,"Cold Weather, Fall, Spring, Summer, Winter",34
66,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",10,Bone,"Cold Weather, Fall, Spring, Summer, Winter",38
67,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",13,Bone,"Cold Weather, Fall, Spring, Summer, Winter",44
68,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",14,Bone,"Cold Weather, Fall, Spring, Summer, Winter",46
69,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",11,Bone,"Cold Weather, Fall, Spring, Summer, Winter",40
70,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",12,Bone,"Cold Weather, Fall, Spring, Summer, Winter",42
71,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",1,Bone,"Cold Weather, Fall, Spring, Summer, Winter",28
72,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",2,Bone,"Cold Weather, Fall, Spring, Summer, Winter",29
73,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",3,Bone,"Cold Weather, Fall, Spring, Summer, Winter",30
74,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",4,Bone,"Cold Weather, Fall, Spring, Summer, Winter",31
75,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",5,Bone,"Cold Weather, Fall, Spring, Summer, Winter",32
76,"ABC Classic-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",6,Bone,"Cold Weather, Fall, Spring, Summer, Winter",33
77,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",12,Night Sea,"Fall, Spring, Winter",30
78,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",14,Night Sea,"Fall, Spring, Winter",32
79,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",13,Night Sea,"Fall, Spring, Winter",31
80,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",16,Night Sea,"Fall, Spring, Winter",34
81,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",15,Night Sea,"Fall, Spring, Winter",33
82,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",17,Night Sea,"Fall, Spring, Winter",35
83,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",18,Night Sea,"Fall, Spring, Winter",36
84,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",19,Night Sea,"Fall, Spring, Winter",38
85,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",20,Night Sea,"Fall, Spring, Winter",40
86,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",28,Bone,"Fall, Spring, Winter",46
87,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",27,Bone,"Fall, Spring, Winter",44
88,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",26,Bone,"Fall, Spring, Winter",42
89,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",23,Bone,"Fall, Spring, Winter",36
90,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",22,Bone,"Fall, Spring, Winter",35
91,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",21,Bone,"Fall, Spring, Winter",34
92,"ABC Classic-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Classic Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",5,Night Sea,"Cold Weather, Fall, Spring, Winter",32
93,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",25,Bone,"Fall, Spring, Winter",40
94,"ABC Classic-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Classic Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",4,Night Sea,"Cold Weather, Fall, Spring, Winter",31
95,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",24,Bone,"Fall, Spring, Winter",38
96,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",15,Bone,"Fall, Spring, Winter",28
97,"ABC Classic-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Classic Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",3,Night Sea,"Cold Weather, Fall, Spring, Winter",30
98,"ABC Classic-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Classic Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",2,Night Sea,"Cold Weather, Fall, Spring, Winter",29
99,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",20,Bone,"Fall, Spring, Winter",33
100,"ABC Classic-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Classic Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",1,Night Sea,"Cold Weather, Fall, Spring, Winter",28
101,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",19,Bone,"Fall, Spring, Winter",32
102,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",18,Bone,"Fall, Spring, Winter",31
103,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",17,Bone,"Fall, Spring, Winter",30
104,"ABC Classic-Fit 5 Pocket Pant 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",16,Bone,"Fall, Spring, Winter",29
105,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",21,Night Sea,"Fall, Spring, Winter",42
106,"ABC Slim-Fit 5 Pocket Pant 34""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",22,Night Sea,"Fall, Spring, Winter",44
107,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",8,White,"Cold Weather, Fall, Spring, Winter",35
108,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",6,White,"Cold Weather, Fall, Spring, Winter",33
109,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",7,White,"Cold Weather, Fall, Spring, Winter",34
110,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",4,White,"Cold Weather, Fall, Spring, Winter",31
111,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",5,White,"Cold Weather, Fall, Spring, Winter",32
112,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",2,White,"Cold Weather, Fall, Spring, Winter",29
113,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",3,White,"Cold Weather, Fall, Spring, Winter",30
114,"ABC Slim-Fit 5 Pocket Pant 32""L *Utilitech",Trousers,"Utilitech, Cotton",Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",1,White,"Cold Weather, Fall, Spring, Winter",28
115,"ABC Classic-Fit Trouser 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",10,Bone,"Fall, Spring, Summer, Winter",38
116,"ABC Classic-Fit Trouser 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",11,Bone,"Fall, Spring, Summer, Winter",40
117,"ABC Classic-Fit Trouser 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",12,Bone,"Fall, Spring, Summer, Winter",42
118,"ABC Classic-Fit Trouser 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",13,Bone,"Fall, Spring, Summer, Winter",44
119,"ABC Classic-Fit Trouser 34""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",14,Bone,"Fall, Spring, Summer, Winter",46
120,"ABC Classic-Fit 5 Pocket Pant 30""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",5,Bone,"Cold Weather, Fall, Spring, Summer, Winter",32
121,"ABC Slim-Fit Trouser 30""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",6,Bone,"Fall, Spring, Summer, Winter",33
122,"ABC Classic-Fit 5 Pocket Pant 30""L *Warpstreme",Trousers,Warpstreme,Classic Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move, work",6,Bone,"Cold Weather, Fall, Spring, Summer, Winter",33
123,"ABC Slim-Fit Trouser 30""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",7,Bone,"Fall, Spring, Summer, Winter",34
