,Product Name,Category,Product Feel,Product Fit,Product Function,Best Suited Activity,sku_orderInAvailabilityMap,Color,Best Suited Weather,sku_size
20,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",5,Bone,"Cold Weather, Fall, Spring, Summer, Winter",32
21,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",4,Bone,"Cold Weather, Fall, Spring, Summer, Winter",31
22,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",1,Bone,"Cold Weather, Fall, Spring, Summer, Winter",28
23,"City Sweat Short 9""",Shorts,French Terry,Classic Fit,"Drawstring, Pocketed","casual, On the Move",6,Brier Rose,,XXL
24,"City Sweat Short 9""",Shorts,French Terry,Classic Fit,"Drawstring, Pocketed","casual, On the Move",5,Brier Rose,,XS
25,"City Sweat Short 9""",Shorts,French Terry,Classic Fit,"Drawstring, Pocketed","casual, On the Move",4,Brier Rose,,XL
26,"City Sweat Short 9""",Shorts,French Terry,Classic Fit,"Drawstring, Pocketed","casual, On the Move",2,Brier Rose,,M
27,"City Sweat Short 9""",Shorts,French Terry,Classic Fit,"Drawstring, Pocketed","casual, On the Move",3,Brier Rose,,S
28,"City Sweat Short 9""",Shorts,French Terry,Classic Fit,"Drawstring, Pocketed","casual, On the Move",1,Brier Rose,,L
29,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",10,Rover,"Spring, Summer, Warm Weather",XL
30,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",41,Sport Red,"Spring, Summer, Warm Weather",L
31,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",11,Rover,"Spring, Summer, Warm Weather",XS
32,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",8,Rover,"Spring, Summer, Warm Weather",M
33,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",9,Rover,"Spring, Summer, Warm Weather",S
34,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",12,Rover,"Spring, Summer, Warm Weather",XXL
35,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",7,Rover,"Spring, Summer, Warm Weather",L
36,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",46,Sport Red,"Spring, Summer, Warm Weather",XXL
37,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",4,Obsidian,"Spring, Summer, Warm Weather",XL
38,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",3,Obsidian,"Spring, Summer, Warm Weather",S
39,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",1,Obsidian,"Spring, Summer, Warm Weather",L
40,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",2,Obsidian,"Spring, Summer, Warm Weather",M
41,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",6,Obsidian,"Spring, Summer, Warm Weather",XXL
42,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",5,Obsidian,"Spring, Summer, Warm Weather",XS
43,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",45,Sport Red,"Spring, Summer, Warm Weather",XS
44,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",42,Sport Red,"Spring, Summer, Warm Weather",M
45,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",43,Sport Red,"Spring, Summer, Warm Weather",S
46,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",44,Sport Red,"Spring, Summer, Warm Weather",XL
47,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",16,Bone,"Cold Weather, Fall, Spring, Summer, Winter",29
48,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",15,Bone,"Cold Weather, Fall, Spring, Summer, Winter",28
49,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",18,Bone,"Cold Weather, Fall, Spring, Summer, Winter",31
50,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",17,Bone,"Cold Weather, Fall, Spring, Summer, Winter",30
51,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",21,Bone,"Cold Weather, Fall, Spring, Summer, Winter",34
52,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",19,Bone,"Cold Weather, Fall, Spring, Summer, Winter",32
53,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",20,Bone,"Cold Weather, Fall, Spring, Summer, Winter",33
54,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",23,Bone,"Cold Weather, Fall, Spring, Summer, Winter",36
55,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",24,Bone,"Cold Weather, Fall, Spring, Summer, Winter",38
56,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",25,Bone,"Cold Weather, Fall, Spring, Summer, Winter",40
57,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",27,Bone,"Cold Weather, Fall, Spring, Summer, Winter",44
58,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",28,Bone,"Cold Weather, Fall, Spring, Summer, Winter",46
59,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",26,Bone,"Cold Weather, Fall, Spring, Summer, Winter",42
60,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",22,Bone,"Cold Weather, Fall, Spring, Summer, Winter",35
61,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",19,Mojave Tan,"Spring, Summer, Warm Weather",L
62,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",20,Mojave Tan,"Spring, Summer, Warm Weather",M
63,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",23,Mojave Tan,"Spring, Summer, Warm Weather",XS
64,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",24,Mojave Tan,"Spring, Summer, Warm Weather",XXL
65,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",21,Mojave Tan,"Spring, Summer, Warm Weather",S
66,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",22,Mojave Tan,"Spring, Summer, Warm Weather",XL
67,"Commission Short 7"" *Ventlight Mesh",Shorts,Mesh,Classic Fit,"Anti Stink, Lightweight, Pocketed","On the Move, golf, casual, travel",1,Copper Brown,"Spring, Summer, Warm Weather",34
68,"Commission Short 7"" *Ventlight Mesh",Shorts,Mesh,Classic Fit,"Anti Stink, Lightweight, Pocketed","On the Move, golf, casual, travel",2,Copper Brown,"Spring, Summer, Warm Weather",36
69,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",18,Shale Blue,"Spring, Summer, Warm Weather",XXL
70,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",16,Shale Blue,"Spring, Summer, Warm Weather",XL
71,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",17,Shale Blue,"Spring, Summer, Warm Weather",XS
72,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",13,Shale Blue,"Spring, Summer, Warm Weather",L
73,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",14,Shale Blue,"Spring, Summer, Warm Weather",M
74,ABC Light Utilitech Pull-On Pant,Joggers,"Cotton, Canvas, Utilitech",Classic Fit,"ABC Technology, Pocketed, Drawstring","On the Move, travel, casual",15,Shale Blue,"Spring, Summer, Warm Weather",S
75,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",32,Gravel Dust True Navy Multi,"Spring, Summer, Warm Weather",S
76,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",33,Gravel Dust True Navy Multi,"Spring, Summer, Warm Weather",XL
77,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",30,Gravel Dust True Navy Multi,"Spring, Summer, Warm Weather",L
78,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",31,Gravel Dust True Navy Multi,"Spring, Summer, Warm Weather",M
79,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",14,Bone,"Cold Weather, Fall, Spring, Summer, Winter",46
80,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",23,Symphony Blue,"Spring, Summer, Warm Weather",XS
81,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",21,Symphony Blue,"Spring, Summer, Warm Weather",S
82,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",22,Symphony Blue,"Spring, Summer, Warm Weather",XL
83,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",24,Symphony Blue,"Spring, Summer, Warm Weather",XXL
84,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",12,Bone,"Cold Weather, Fall, Spring, Summer, Winter",42
85,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",13,Bone,"Cold Weather, Fall, Spring, Summer, Winter",44
86,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",10,Bone,"Cold Weather, Fall, Spring, Summer, Winter",38
87,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",11,Bone,"Cold Weather, Fall, Spring, Summer, Winter",40
88,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",9,Bone,"Cold Weather, Fall, Spring, Summer, Winter",36
89,"ABC Slim-Fit 5 Pocket Pant 32""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move, work",8,Bone,"Cold Weather, Fall, Spring, Summer, Winter",35
90,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",6,True Navy,,34
91,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",7,True Navy,,36
92,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",5,True Navy,,33
93,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",8,True Navy,,38
94,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",9,True Navy,,40
95,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",20,Symphony Blue,"Spring, Summer, Warm Weather",M
96,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",19,Symphony Blue,"Spring, Summer, Warm Weather",L
97,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",6,Obsidian,"Spring, Summer, Warm Weather",32
98,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",5,Obsidian,"Spring, Summer, Warm Weather",31
99,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",7,Obsidian,"Spring, Summer, Warm Weather",33
100,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",8,Obsidian,"Spring, Summer, Warm Weather",34
101,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",4,Obsidian,"Spring, Summer, Warm Weather",30
102,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",2,Obsidian,"Spring, Summer, Warm Weather",27
103,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",26,Black,"Spring, Summer, Warm Weather",M
104,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",1,Obsidian,"Spring, Summer, Warm Weather",26
105,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",25,Black,"Spring, Summer, Warm Weather",L
106,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",3,Obsidian,"Spring, Summer, Warm Weather",28
107,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",34,Gravel Dust True Navy Multi,"Spring, Summer, Warm Weather",XXL
108,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",29,Black,"Spring, Summer, Warm Weather",XXL
109,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",28,Black,"Spring, Summer, Warm Weather",XL
110,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",27,Black,"Spring, Summer, Warm Weather",S
111,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",11,Obsidian,"Spring, Summer, Warm Weather",40
112,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",12,Obsidian,"Spring, Summer, Warm Weather",44
113,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",9,Obsidian,"Spring, Summer, Warm Weather",36
114,"Commission Classic-Fit Short 9"" *Warpstreme",Shorts,Warpstreme,Classic Fit,"ABC Technology, Anti Stink, Pocketed","casual, golf, On the Move, travel",10,Obsidian,"Spring, Summer, Warm Weather",38
115,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",3,True Navy,,31
116,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",4,True Navy,,32
117,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",1,True Navy,,29
118,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",2,True Navy,,30
119,"Commission Slim-Fit Pant 37""L *Warpstreme",Trousers,Warpstreme,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, On the Move",10,True Navy,,28
120,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",1,Blue Linen,"Spring, Summer, Warm Weather",29
121,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",11,Blue Linen,"Spring, Summer, Warm Weather",28
122,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",10,Blue Linen,"Spring, Summer, Warm Weather",40
123,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",4,Blue Linen,"Spring, Summer, Warm Weather",32
124,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",9,Blue Linen,"Spring, Summer, Warm Weather",38
125,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",8,Blue Linen,"Spring, Summer, Warm Weather",36
126,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",7,Blue Linen,"Spring, Summer, Warm Weather",35
127,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",6,Blue Linen,"Spring, Summer, Warm Weather",34
128,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",5,Blue Linen,"Spring, Summer, Warm Weather",33
129,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",3,Blue Linen,"Spring, Summer, Warm Weather",31
130,"Commission Slim-Fit Pant 34""L *WovenAir",Trousers,Mesh,Slim Fit,"ABC Technology, Pocketed, Reflective","casual, golf, On the Move",2,Blue Linen,"Spring, Summer, Warm Weather",30
131,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",6,Cyan Blue,"Spring, Summer, Warm Weather",XXL
132,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",11,Carbon Dust,"Spring, Summer, Warm Weather",XS
133,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",10,Carbon Dust,"Spring, Summer, Warm Weather",XL
134,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",12,Carbon Dust,"Spring, Summer, Warm Weather",XXL
135,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",10,Obsidian,"Spring, Summer, Fall, Winter",38
136,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",11,Obsidian,"Spring, Summer, Fall, Winter",40
137,"Surge Lined Short 6""",Shorts,Swift,Relaxed Fit,"Lightweight, Out of Mind Liner, Pocketed","bike, running",7,Carbon Dust,"Spring, Summer, Warm Weather",L
138,"ABC Pant Relaxed 34"" *Warpstreme",Trousers,Warpstreme,Relaxed Fit,ABC Technology,"On the Move, golf, work, casual",6,Obsidian,"Spring, Summer, Fall, Winter",33
